"ID","weight","weight_2","Country_code","Country_name","Age_cat","Female","Income","Higher_edu","Home_ownership","Dwelling_house","Dwelling_size","Rural","Env_concern","Env_policy_public","Env_policy_costs","Env_policy_subsidy","Env_policy_tax","Env_policy_standards","Env_policy_liH","Adoption","Gov_support","EPS"
"80cdf640-414e-11ec-93c6-dbe55deed075",0.982833612022148,0.937452766434834,9,"BE","55+",0,"quintile 5",1,1,1,"151–200 m²",1,1,1,1,1,1,1,1,1,0,2.98
"130d16e0-e674-11ec-9c97-33f1cba5a245",0.970605534498312,0.931221469540134,9,"BE","18-24",0,"quintile 5",1,1,1,"151–200 m²",0,0,0,0,1,0,0,0,0,0,2.98
"317c3b30-be48-11ec-a45c-c352449ca56a",1.04461903233662,0.983264009557498,2,"UK","35-44",0,"quintile 5",1,1,1,"101–150 m²",0,1,1,0,1,1,1,1,1,0,3.45
"40b27f80-bda5-11ec-b046-e1f472944d88",1.00787081350731,0.952113916746454,3,"FR","55+",0,"quintile 5",1,1,1,"101–150 m²",1,1,0,0,0,1,1,1,1,0,4.17
"374d9390-6438-11ec-bf8a-1f401b52f958",0.870564438942773,0.977527794017354,5,"SE","55+",1,"quintile 3",0,1,1,"151–200 m²",1,0,1,0,1,0,1,1,1,0,3.59
"97ac7540-414e-11ec-931e-5b456a5c12fb",0.995993004882685,0.996398327917078,9,"BE","35-44",1,"quintile 3",0,1,1,"101–150 m²",0,0,1,0,1,1,1,1,1,1,2.98
"4bc5c6e0-92f0-11ec-8913-fb3309d98a9b",1.17633561475659,1.25827297923182,3,"FR","45-54",0,"quintile 3",0,1,0,"76–100 m²",1,0,0,1,0,0,0,1,1,1,4.17
"cf0947b0-414e-11ec-b84c-05eba2254ffb",0.92330840844453,0.875525523457449,9,"BE","55+",1,"quintile 4",0,0,1,"76–100 m²",1,1,1,0,1,0,0,1,0,0,2.98
"d9f0df70-6ef0-11ec-8e99-1f0cddc619fd",0.9979951778157,0.94253915207488,3,"FR","55+",0,"quintile 5",0,1,1,"101–150 m²",1,1,1,0,1,0,1,1,1,1,4.17
"2d22d6b0-5751-11ec-924b-43cf5e747fa6",0.949487466927811,1.2645406561617,1,"US","25-34",1,"quintile 5",0,0,0,"Don't know",0,1,0,0,0,0,1,1,1,0,2.6
"c2257d90-4154-11ec-a604-ffd65243ce34",1.0473850756823,0.954942809391682,2,"UK","45-54",0,"quintile 5",1,1,1,"76–100 m²",1,0,1,0,1,0,1,0,1,0,3.45
"53a82ca0-4159-11ec-a0d1-4391a0e7f439",1.02104552254285,0.963599141170388,3,"FR","25-34",1,"quintile 4",1,1,0,"51–75 m²",0,1,1,0,1,1,0,0,0,0,4.17
"fe5971e0-4159-11ec-aaec-27426a39d62c",0.979683956100157,0.912267918840638,3,"FR","35-44",1,"quintile 4",1,1,0,"76–100 m²",0,1,1,0,1,1,0,1,1,1,4.17
"4ac7bd70-ba7c-11ec-9d9c-9f3d33afc7fb",1.01685520168973,0.906549416278023,1,"US","55+",0,"quintile 2",0,1,1,"101–150 m²",0,0,0,0,0,0,0,0,1,0,2.6
"0a45a2d0-415a-11ec-be0b-8df2792d660b",1.04534052688498,1.01586906683543,2,"UK","45-54",1,"quintile 1",0,1,1,"151–200 m²",1,0,1,0,1,1,1,0,1,0,3.45
"6fc2cd60-4154-11ec-b64f-0fd6d7a8574a",0.9979951778157,0.982788884070027,3,"FR","55+",0,"quintile 4",0,0,1,"76–100 m²",1,0,1,0,0,0,1,1,0,0,4.17
"4df51e60-55d0-11ec-8ff6-63af3ebc3bcd",1.12846823677245,1.20631308763459,3,"FR","45-54",0,"quintile 3",0,1,1,"76–100 m²",1,0,0,0,1,0,1,1,0,0,4.17
"5b496970-89fb-11ec-bcec-61f7e0d9de7d",1.03464233076582,0.960433740806843,2,"UK","35-44",0,"quintile 5",1,1,1,"101–150 m²",0,1,1,0,1,1,1,1,1,1,3.45
"eba09650-414e-11ec-82dd-87f956e387a6",0.999298300861284,0.95853905667838,9,"BE","55+",0,"quintile 5",1,1,1,"More than 200 m²",1,0,1,0,0,1,1,0,1,0,2.98
"5a79bd00-4156-11ec-ae0d-d907ed961e1f",1.20084167354353,1.12072251045522,2,"UK","25-34",0,"quintile 5",1,1,0,"More than 200 m²",0,1,1,0,0,0,0,1,1,1,3.45
"82ff7f20-64bb-11ec-a0ea-ad9b842f9e12",0.911711935973109,0.863819021241238,4,"NL","45-54",1,"quintile 1",0,1,1,"Don't know",0,1,1,0,1,1,1,0,1,0,3.3
"b4e37520-4153-11ec-96c5-89cb263c23da",1.03262265645296,0.962344352372085,2,"UK","35-44",1,"quintile 4",1,1,1,"Don't know",0,1,1,0,1,0,1,1,1,0,3.45
"2f7192f0-7cee-11ec-b745-0b15894b781c",2.15413234880653,2.11595001655058,3,"FR","35-44",0,"quintile 2",0,0,1,"26–50 m²",1,1,1,0,0,1,1,1,0,0,4.17
"1ab211e0-4154-11ec-8251-e56f17330fe5",0.947364580447141,0.902149512429771,2,"UK","35-44",1,"quintile 5",1,1,1,"Don't know",0,0,1,0,1,0,0,1,0,0,3.45
"98394dd0-4152-11ec-833c-bb837aee3042",1.05295618144769,0.990379383331514,3,"FR","35-44",0,"quintile 4",1,1,0,"51–75 m²",0,0,1,0,0,0,1,1,0,0,4.17
"21d437e0-574b-11ec-9d1d-fb4cb6196300",0.942322834745925,0.877396436271481,8,"CA","45-54",1,"quintile 3",0,1,1,"26–50 m²",0,1,1,0,0,0,1,1,0,0,3.01
"fba1df40-464d-11ec-900b-e93f6a13fe76",1.04461903233662,0.983264009557498,2,"UK","35-44",0,"quintile 5",1,1,1,"101–150 m²",0,0,0,1,0,0,0,0,0,0,3.45
"7b0dd040-414e-11ec-9d16-5da4c4de199d",1.00753210920595,0.995479754605956,9,"BE","45-54",1,"quintile 1",0,1,1,"101–150 m²",1,0,1,0,1,1,1,1,1,0,2.98
"23f47100-4152-11ec-87b2-a7b0e16f9eaf",0.941186885645992,0.889838698530214,3,"FR","35-44",1,"quintile 4",0,0,0,"51–75 m²",0,1,0,0,1,1,1,1,0,0,4.17
"9e96a990-eda9-11ec-b5be-6dc89c25a8e2",0.998210994948154,0.96432219268928,4,"NL","45-54",0,"quintile 1",0,1,1,"More than 200 m²",1,0,0,0,1,0,1,0,1,0,3.3
"dffa2ec0-4155-11ec-aee4-41da2def4825",1.01225399483124,1.0281767122152,3,"FR","45-54",1,"quintile 2",0,1,1,"26–50 m²",1,1,1,0,1,0,0,0,0,0,4.17
"336df2c0-e5c5-11ec-bf16-853748bb2e7f",1.05882286827552,0.961522138872207,5,"SE","45-54",0,"quintile 5",0,0,0,"76–100 m²",0,0,0,0,0,1,0,0,0,0,3.59
"23fac230-4152-11ec-81de-f11b604e0417",1.0732901334549,1.00186593169465,3,"FR","35-44",0,"quintile 4",0,0,0,"51–75 m²",0,1,1,0,0,0,0,0,0,0,4.17
"bcb64600-4154-11ec-a0ad-adda988d7829",1.04363980200611,1.00613245340301,2,"UK","45-54",1,"quintile 1",0,0,1,"Don't know",1,1,0,0,1,1,1,1,1,0,3.45
"3f0e1520-414f-11ec-b394-8968f075041c",1.01527355117381,0.960198073512803,4,"NL","55+",0,"quintile 5",0,1,1,"151–200 m²",1,0,1,0,1,0,1,1,1,0,3.3
"c4b111e0-e69d-11ec-b569-b314e7c3f4ba",0.970640199769381,0.914809643992222,4,"NL","45-54",1,"quintile 1",1,1,0,"101–150 m²",1,1,0,0,1,0,1,1,1,0,3.3
"5130ba00-6b17-11ec-b099-affe94059171",0.992915183160032,1.00653438713377,3,"FR","35-44",0,"quintile 2",0,1,1,"101–150 m²",1,1,1,0,1,0,1,1,0,0,4.17
"1e116ad0-4151-11ec-8743-252e603f4ab5",0.927686580133906,0.836279011113177,3,"FR","45-54",1,"quintile 5",0,1,0,"51–75 m²",0,1,1,0,1,1,1,1,0,0,4.17
"a3058cb0-a067-11ec-ac78-e953de890007",0.968424896006365,0.984326433879169,3,"FR","35-44",1,"quintile 2",0,1,1,"101–150 m²",1,1,1,0,1,0,1,0,1,0,4.17
"804c5bd0-574b-11ec-9962-a3e428ca56f4",1.14043437139392,1.0037699692917,1,"US","35-44",0,"quintile 1",0,0,1,"101–150 m²",0,1,1,0,0,0,1,0,1,0,2.6
"97e7d210-414e-11ec-8c5c-358c2027818e",0.995507736371857,1.00235581158697,9,"BE","18-24",0,"quintile 1",1,1,1,"101–150 m²",1,0,0,0,0,0,0,0,1,0,2.98
"e9d149b0-4156-11ec-84ac-5576256e3fd3",0.968424896006365,0.871411758152461,3,"FR","35-44",1,"quintile 5",1,0,0,"51–75 m²",0,0,0,0,1,0,0,0,0,0,4.17
"286402c0-4153-11ec-b635-6939811a12aa",1.01741544740035,0.991693482528489,2,"UK","35-44",1,"quintile 5",0,1,1,"76–100 m²",0,1,1,0,0,1,0,0,0,0,3.45
"b410a3c0-4153-11ec-b88e-07259aa1e689",0.965727688639284,0.937330463121894,2,"UK","35-44",1,"quintile 5",0,1,1,"Don't know",0,1,1,0,1,0,1,1,0,0,3.45
"97ba9260-4151-11ec-abf5-b52b3ad8b9e7",1.03093082592191,1.16594692349646,3,"FR","55+",0,"quintile 3",0,0,1,"51–75 m²",1,0,0,0,0,0,0,0,0,0,4.17
"18f3ca40-4151-11ec-a498-71d45fc0abdb",1.00548139381737,0.958932661032614,3,"FR","55+",0,"quintile 5",1,1,1,"151–200 m²",0,0,0,0,1,0,1,1,0,0,4.17
"315c9610-9975-11ec-a848-d9595b8855ef",1.03302275681596,0.983718017519038,8,"CA","35-44",0,"quintile 5",0,1,1,"101–150 m²",0,0,0,0,0,0,0,0,1,1,3.01
"20627f30-4154-11ec-82f5-ad1c94f2044a",1.11980512680591,1.0165289542624,2,"UK","25-34",1,"quintile 4",0,0,0,"Don't know",0,1,0,0,0,0,1,1,0,0,3.45
"f4933920-8c7c-11ec-8f90-ad4c74cd111d",0.915924574122324,0.875442239865601,1,"US","55+",1,"quintile 1",1,0,1,"151–200 m²",0,1,0,0,1,1,1,1,1,1,2.6
"ac829930-4153-11ec-aed7-91a4c73b3a30",1.00787081350731,0.952113916746454,3,"FR","55+",0,"quintile 5",0,1,1,"101–150 m²",1,0,1,0,1,0,1,1,1,0,4.17
"908f0d50-658c-11ec-b920-73ed65222754",1.03934108284982,0.985947430785079,3,"FR","55+",0,"quintile 5",0,0,1,"151–200 m²",1,1,1,0,1,0,1,1,1,0,4.17
"be66a590-574a-11ec-ae16-2bbeea21306a",0.975998487537192,0.947654889618072,8,"CA","25-34",1,"quintile 1",0,1,1,"Don't know",1,1,1,0,0,1,0,0,0,0,3.01
"dcd75d00-e8ac-11ec-8582-0f11e0a36b89",0.999520276449789,0.885888532033609,4,"NL","35-44",1,"quintile 5",1,1,1,"151–200 m²",1,1,0,0,1,1,1,1,1,0,3.3
"22eeabb0-4151-11ec-986a-a9f5f03d21fa",1.03458009147205,0.979176707118027,3,"FR","55+",0,"quintile 5",0,1,1,"101–150 m²",1,0,1,0,1,1,1,1,0,0,4.17
"0ff38e30-4153-11ec-950f-fb1c8c43e7ed",0.960587654702468,0.980348754146915,3,"FR","55+",1,"quintile 1",0,0,1,"101–150 m²",1,1,1,0,1,1,0,1,0,0,4.17
"b4333bc0-4153-11ec-9cd6-1f9d8882777b",0.847503421974445,0.808295085402763,3,"FR","55+",1,"quintile 5",0,1,0,"76–100 m²",0,0,1,0,0,1,0,0,1,0,4.17
"fd4b04a0-9ab1-11ec-ad3b-17e03e4cecb8",0.885636320483842,1.25242420065223,4,"NL","55+",1,"quintile 2",1,0,0,"76–100 m²",0,1,1,0,1,1,1,1,1,0,3.3
"7c291360-574b-11ec-a26d-837784dbb456",0.875810705200518,0.822622112064386,1,"US","25-34",1,"quintile 1",1,1,1,"76–100 m²",0,1,1,0,1,0,0,1,0,0,2.6
"5861e9c0-9745-11ec-a9dc-452eb81a8986",1.08848450505358,1.07250103564557,3,"FR","18-24",0,"quintile 1",0,1,1,"151–200 m²",0,1,0,1,0,0,0,0,0,0,4.17
"f4ddde00-414e-11ec-9413-4f41c65ffaa4",0.938775915316135,0.962146685904907,9,"BE","55+",1,"quintile 3",1,1,0,"76–100 m²",1,1,0,0,1,1,1,1,0,0,2.98
"387d2ff0-e6a3-11ec-bed3-910538efc136",1.12483174626689,1.04972684373633,2,"UK","45-54",0,"quintile 5",1,1,1,"Don't know",1,1,1,0,1,1,1,1,0,0,3.45
"cb8c83a0-c8ec-11ec-beb0-cf026f942d81",0.983023056476466,0.953939589013123,8,"CA","25-34",1,"quintile 1",0,1,1,"151–200 m²",0,0,1,1,1,0,1,1,0,0,3.01
"b738f760-dc71-11ec-8785-05bd17a9e9b3",1.06511708480208,0.958258252705348,2,"UK","45-54",0,"quintile 3",1,1,1,"76–100 m²",0,1,0,1,1,1,1,1,0,0,3.45
"994b9c40-61f5-11ec-a0b3-67954706cd2e",1.10212699483232,1.36930689466823,1,"US","35-44",0,"quintile 5",1,1,0,"76–100 m²",0,1,1,0,1,1,0,0,0,0,2.6
"8d2e7b20-e72d-11ec-ba7b-739a10e46557",0.970640199769381,0.862536970970282,4,"NL","45-54",1,"quintile 4",0,1,1,"101–150 m²",0,1,0,0,0,0,1,0,0,0,3.3
"c1839a20-574d-11ec-875c-61882c408e3c",1.01685520168973,0.900188634765965,1,"US","55+",0,"quintile 3",1,1,1,"151–200 m²",0,1,1,1,1,1,1,1,0,0,2.6
"97fcb070-65d1-11ec-9c38-474d9ad8a191",1.07016102195772,1.06863736810948,2,"UK","45-54",1,"quintile 1",1,0,1,"26–50 m²",1,1,1,0,1,1,1,1,1,0,3.45
"97515d80-414f-11ec-a47e-372ae4b05bba",1.18560562206205,1.09396248494123,4,"NL","25-34",1,"quintile 1",1,0,0,"26–50 m²",0,1,1,1,1,1,1,1,1,0,3.3
"7e5dda00-414e-11ec-97e7-4faee78745ce",0.9582484479692,1.07155083192854,9,"BE","55+",0,"quintile 2",1,1,1,"More than 200 m²",0,1,1,1,1,0,1,0,1,0,2.98
"cc448a80-d127-11ec-912d-5ba2e8a8ff93",1.02102800403349,1.13248645351259,1,"US","55+",0,"quintile 4",1,1,1,"More than 200 m²",0,1,0,0,1,1,1,1,1,0,2.6
"fc10f980-5436-11ec-940c-a344ce877a5d",1.01267814335451,1.10541479778986,9,"BE","35-44",1,"quintile 2",0,1,1,"26–50 m²",1,1,0,0,1,1,1,1,1,0,2.98
"05831d00-574c-11ec-93e3-f3e4dce5fa2c",1.04385963641718,0.925028016315048,1,"US","25-34",0,"quintile 2",1,1,1,"101–150 m²",0,1,1,0,1,0,0,0,0,0,2.6
"31a94520-e8ea-11ec-98cb-b9d909df537e",1.10212699483232,1.36930689466823,1,"US","35-44",0,"quintile 5",1,1,1,"101–150 m²",0,1,1,0,1,1,1,1,0,0,2.6
"c16d67e0-574a-11ec-9d36-91da3e9719b1",0.971791605625263,1.05772208823366,8,"CA","35-44",1,"quintile 4",1,1,1,"151–200 m²",0,0,1,0,1,1,1,1,1,0,3.01
"261725e0-4150-11ec-a659-570fe7e082a8",0.927033287657049,0.849208041345479,4,"NL","45-54",1,"quintile 3",1,0,1,"76–100 m²",0,1,1,0,1,1,1,1,1,0,3.3
"72cdcfa0-e6fa-11ec-917b-111eb60d9855",0.975591205420393,0.87582033264365,5,"SE","18-24",1,"quintile 4",0,0,0,"76–100 m²",0,0,0,0,1,1,0,1,0,0,3.59
"3b62d630-414f-11ec-92b8-3535f3e3923c",0.885636320483842,0.817654224722536,4,"NL","55+",1,"quintile 4",0,1,1,"101–150 m²",0,1,1,0,1,0,1,1,1,0,3.3
"8496a550-73a2-11ec-a4fb-499c14732a8b",0.92330840844453,1.02096942291482,9,"BE","55+",1,"quintile 2",0,0,0,"51–75 m²",1,0,0,0,0,0,0,1,0,0,2.98
"055ddfd0-574c-11ec-81b3-130b8ffd8572",1.08556443340267,1.38645222884597,1,"US","35-44",0,"quintile 5",1,1,1,"151–200 m²",0,0,0,0,0,0,0,0,0,0,2.6
"71d9e400-414f-11ec-88e7-77b088f7537c",0.94087078884523,0.833248217492084,4,"NL","45-54",1,"quintile 4",1,1,1,"101–150 m²",0,1,1,1,1,1,1,0,1,0,3.3
"086be000-414f-11ec-a65e-5921e5d3a1f3",1.01218474549713,1.02490197746028,9,"BE","18-24",0,"quintile 1",0,1,1,"Don't know",1,1,1,1,1,1,1,1,0,0,2.98
"97420b40-414f-11ec-bfee-13012b7ab6e0",0.927033287657049,0.870883884136179,4,"NL","45-54",1,"quintile 1",0,0,1,"Don't know",0,0,0,0,1,0,0,1,0,0,3.3
"b4d7ee20-414f-11ec-b02e-dbc52636bb06",0.999520276449789,0.884622158324913,4,"NL","35-44",1,"quintile 4",1,1,0,"101–150 m²",0,0,0,0,1,0,0,0,1,0,3.3
"bd28aae0-574a-11ec-b683-4f2e93d26082",0.942322834745925,1.0318545802826,8,"CA","45-54",1,"quintile 4",0,1,1,"101–150 m²",1,0,0,0,1,0,1,1,1,0,3.01
"ffcfd990-414e-11ec-9179-332208b67c8c",0.999298300861284,0.95853905667838,9,"BE","55+",0,"quintile 5",0,1,1,"More than 200 m²",1,1,1,0,0,0,1,0,0,0,2.98
"ff18b330-58c8-11ec-9674-29a58fae7652",0.951996379001935,0.895820823018323,5,"SE","55+",0,"quintile 4",0,1,0,"76–100 m²",1,0,1,0,1,0,1,1,1,0,3.59
"a68decb0-e8c5-11ec-8f2d-17b36dfdd752",1.02146700945831,1.10098736018703,1,"US","25-34",0,"quintile 4",1,1,0,"151–200 m²",0,1,1,0,1,1,1,1,1,0,2.6
"24f96110-46e9-11ec-ad95-73c8ffc77190",1.00753210920595,0.995479754605956,9,"BE","45-54",1,"quintile 1",0,1,0,"76–100 m²",0,1,1,0,1,0,1,1,1,0,2.98
"99ff4060-d229-11ec-92c5-ed941ac8ec8f",0.9582484479692,0.918901273612158,9,"BE","55+",0,"quintile 4",1,0,0,"76–100 m²",0,1,1,0,1,1,1,1,0,0,2.98
"309e5520-574c-11ec-9897-1de35226e5b6",1.04066147984033,1.36411357748124,1,"US","45-54",1,"quintile 5",1,1,1,"151–200 m²",0,1,0,0,1,1,1,0,1,1,2.6
"772be880-574b-11ec-b292-996cfb3bb87d",0.871856519136111,0.996678046841321,1,"US","55+",1,"quintile 4",0,1,1,"More than 200 m²",1,1,0,0,1,0,1,0,1,0,2.6
"5e550890-d174-11ec-a4a4-5799b42e0f00",0.875810705200518,0.779679433754233,1,"US","25-34",1,"quintile 3",1,1,1,"76–100 m²",0,1,1,0,1,1,1,1,1,1,2.6
"2b200600-4151-11ec-b956-b71de4fd5f99",0.927033287657049,0.821121150638023,4,"NL","45-54",1,"quintile 4",0,0,0,"Don't know",0,1,1,0,1,1,1,1,1,0,3.3
"0fdd3b60-58c9-11ec-afd6-676695f0a1f5",1.03242063181269,0.966775487795499,5,"SE","35-44",0,"quintile 1",0,0,0,"26–50 m²",1,0,0,0,0,0,0,0,0,0,3.59
"032e54a0-574b-11ec-8d8d-bf2b8d399544",1.00169720228602,0.977352320614136,8,"CA","45-54",0,"quintile 1",0,0,0,"51–75 m²",0,0,0,0,0,0,0,1,0,0,3.01
"282e3010-77bd-11ec-88e6-2ffca7ce6403",0.984135241064157,0.926267098714391,4,"NL","55+",0,"quintile 4",0,0,1,"76–100 m²",1,0,0,0,1,1,1,1,0,0,3.3
"984deff0-414f-11ec-a6f5-7d4a9bc7cd11",1.04325467655896,0.947627513021931,4,"NL","35-44",0,"quintile 5",1,1,1,"101–150 m²",0,1,1,1,1,1,1,1,1,0,3.3
"770d9660-414e-11ec-91dd-c5c3fc724055",0.995993004882685,1.08109748165829,9,"BE","35-44",1,"quintile 2",1,0,0,"51–75 m²",1,1,1,0,1,0,1,1,1,0,2.98
"7e383660-414f-11ec-9d3b-25cf6a86bad2",0.999298300861284,1.03313296088431,9,"BE","55+",0,"quintile 3",0,0,0,"51–75 m²",1,1,1,0,1,1,0,1,0,0,2.98
"015b5c80-9268-11ec-a8af-0de113a36e40",1.09485963269348,1.00387303485176,8,"CA","25-34",0,"quintile 3",1,1,0,"51–75 m²",0,1,1,0,1,1,1,1,0,0,3.01
"1919bec0-58c9-11ec-a1e0-19e354b7537e",0.879522679051767,0.782948981023031,5,"SE","45-54",1,"quintile 5",1,1,0,"76–100 m²",0,1,1,0,1,1,1,1,1,0,3.59
"c5ba8a80-a94f-11ec-868c-b1dffd987ef4",1.03281334157763,1.08074326598232,1,"US","25-34",0,"quintile 4",1,1,1,"26–50 m²",0,1,0,0,1,0,1,1,1,0,2.6
"2379d150-574b-11ec-b555-67d2b9856a01",0.875434299847098,0.846157214842666,1,"US","55+",1,"quintile 1",0,1,1,"76–100 m²",0,0,1,0,1,1,1,1,1,0,2.6
"989a0980-c6ef-11ec-894e-abd1c1423208",1.02102800403349,1.13248645351259,1,"US","55+",0,"quintile 4",0,1,1,"More than 200 m²",1,0,0,0,0,0,0,0,1,0,2.6
"31a2e240-b52a-11ec-aa2a-37b5f3035ed4",0.928641593835989,0.857970781421988,1,"US","55+",1,"quintile 2",0,1,1,"76–100 m²",1,1,1,1,1,1,1,1,0,0,2.6
"701649c0-414f-11ec-85a9-7d1d2964e3c3",1.01092280912021,1.41675096048653,4,"NL","35-44",0,"quintile 2",0,1,1,"76–100 m²",1,1,0,0,0,1,1,0,0,0,3.3
"028c0e90-414f-11ec-af75-1d7bdfe66ced",0.999298300861284,0.95853905667838,9,"BE","55+",0,"quintile 5",0,1,1,"Don't know",0,0,1,0,1,0,1,1,1,0,2.98
"a85039e0-db6d-11ec-8578-37c7d0433ac1",1.08848450505358,1.19541975503533,3,"FR","18-24",0,"quintile 3",1,0,0,"Less than 25 m²",0,1,0,0,0,0,0,1,1,1,4.17
"bd15b9c0-c1a4-11ec-a989-f1d7bdfd2251",1.02102800403349,0.95559420107735,1,"US","55+",0,"quintile 1",1,1,0,"76–100 m²",0,1,0,0,1,0,1,0,1,0,2.6
"81ac97b0-b011-11ec-9118-01e188f3ddaa",1.11391462309528,0.95925013549718,1,"US","35-44",0,"quintile 3",1,1,0,"101–150 m²",0,1,1,1,1,1,1,1,1,0,2.6
"7de10580-414f-11ec-bbb1-bfc5fb9c362e",1.07796496636019,1.01787929146654,9,"BE","35-44",0,"quintile 4",1,1,1,"More than 200 m²",0,1,1,0,0,1,1,1,0,0,2.98
"979e78e0-7a37-11ec-9dff-27ba6c64712b",0.9345876759204,0.859083383741392,1,"US","35-44",1,"quintile 1",0,1,1,"Don't know",0,1,0,0,1,0,1,1,0,0,2.6
"fe4b9cc0-58c8-11ec-b9b7-d7d54a6ef64a",1.02307687472623,0.916221233813922,5,"SE","35-44",0,"quintile 5",1,0,0,"51–75 m²",0,0,0,0,0,0,0,0,0,0,3.59
"b6c06340-6299-11ec-b95c-a3876266fe87",1.02441055380797,0.970226539495162,9,"BE","45-54",1,"quintile 4",0,0,0,"76–100 m²",0,1,1,0,1,0,1,1,1,0,2.98
"f3b09bd0-414e-11ec-bf1c-6ffb2bd82ae3",1.09645146662127,1.20428443719533,9,"BE","25-34",0,"quintile 2",0,1,0,"76–100 m²",0,0,1,0,1,0,0,1,1,1,2.98
"26b386e0-bf66-11ec-9410-cb3852560a1e",0.875434299847098,0.801985952553572,1,"US","55+",1,"quintile 3",1,1,1,"More than 200 m²",0,1,1,0,1,0,1,0,1,0,2.6
"724b3f00-414f-11ec-b2c5-93ac9270cff6",1.01527355117381,0.960198073512803,4,"NL","55+",0,"quintile 5",0,1,1,"101–150 m²",1,1,1,0,1,0,1,1,1,0,3.3
"77fb0780-574b-11ec-9b7e-3188c0bce45d",0.871856519136111,0.802729158810547,1,"US","55+",1,"quintile 2",0,1,1,"101–150 m²",0,1,1,0,1,1,1,1,1,1,2.6
"7f25f110-574b-11ec-a886-e78d19b3969b",1.06825222626607,1.17168117235148,1,"US","55+",0,"quintile 4",1,1,1,"151–200 m²",0,1,1,0,1,0,1,0,0,0,2.6
"03f6b610-414f-11ec-acc2-8136eccee489",1.09045375909536,1.04180893845146,9,"BE","45-54",0,"quintile 4",0,0,0,"26–50 m²",1,1,0,0,0,0,1,0,0,0,2.98
"7b480ce0-414e-11ec-b109-79bd73826542",0.987732123789036,0.916770373244555,9,"BE","25-34",1,"quintile 5",1,1,1,"101–150 m²",0,1,1,0,1,0,1,1,1,0,2.98
"f8049580-414e-11ec-a697-8bc313901b76",1.02441055380797,1.01787125611811,9,"BE","45-54",1,"quintile 1",1,1,1,"151–200 m²",1,0,1,0,1,0,0,1,0,0,2.98
"ffc6d3f0-58c8-11ec-94cc-2d49d96e95e0",0.936470913669612,0.911593224967307,5,"SE","55+",1,"quintile 1",0,1,1,"101–150 m²",1,1,1,1,1,1,1,1,1,0,3.59
"f81cc1f0-e768-11ec-b968-a30235e24e80",1.11362665305601,0.975354987058935,4,"NL","25-34",1,"quintile 5",1,0,1,"101–150 m²",0,0,1,0,0,0,1,1,1,0,3.3
"c1b4ca90-c002-11ec-b7db-551be8934838",0.982833612022148,0.937452766434834,9,"BE","55+",0,"quintile 5",0,1,1,"76–100 m²",1,0,1,0,0,0,0,1,0,0,2.98
"7451e110-574c-11ec-a047-8b406eecc912",0.916318388841587,1.22371319150049,1,"US","25-34",1,"quintile 5",1,1,0,"101–150 m²",0,0,0,0,0,0,0,1,1,0,2.6
"7adb4c70-414e-11ec-bdfa-77e0675ee5c1",0.92330840844453,0.873040650688001,9,"BE","55+",1,"quintile 5",1,1,1,"More than 200 m²",1,0,1,0,1,1,1,1,0,0,2.98
"715f0180-414f-11ec-9ba8-a121759b8513",1.01527355117381,0.960198073512803,4,"NL","55+",0,"quintile 5",0,1,0,"101–150 m²",0,1,0,0,1,0,1,0,1,0,3.3
"ed5ff7b0-d1ff-11ec-abe2-47a318d93296",1.11379505860201,1.27952574180868,5,"SE","25-34",1,"quintile 2",1,1,0,"26–50 m²",0,1,1,1,1,1,1,1,0,0,3.59
"71b7bc50-414e-11ec-be5e-9dd4f372e3fa",0.92330840844453,0.875525523457449,9,"BE","55+",1,"quintile 4",0,0,1,"101–150 m²",0,1,1,0,1,0,1,1,0,0,2.98
"d8c59460-760e-11ec-9789-019f8bd65212",1.04496188476705,1.1313811649377,8,"CA","25-34",0,"quintile 4",1,1,1,"151–200 m²",0,1,1,0,1,1,1,0,0,0,3.01
"6ed884c0-414f-11ec-be1e-7f8743e837b8",1.01527355117381,1.46866021398673,4,"NL","55+",0,"quintile 2",0,0,0,"51–75 m²",0,0,0,0,0,0,0,1,1,1,3.3
"afeba290-eb4e-11ec-8056-3d7bff06ae69",0.906324103486917,1.04898144865,5,"SE","35-44",1,"quintile 2",0,0,0,"51–75 m²",0,1,0,0,1,0,0,1,0,0,3.59
"649bc8e0-cd6d-11ec-96bc-078deda07e0c",0.847503421974445,0.842812124285271,3,"FR","55+",1,"quintile 4",0,1,1,"151–200 m²",1,1,1,0,1,1,1,1,1,1,4.17
"9b0b6ff0-574c-11ec-acda-09c1150a639b",1.00169720228602,0.977352320614136,8,"CA","45-54",0,"quintile 1",1,0,0,"Don't know",0,1,1,0,1,1,1,1,0,0,3.01
"24c93480-4152-11ec-a158-93becb349690",0.952762224168309,1.05980760244583,3,"FR","18-24",1,"quintile 3",0,0,0,"101–150 m²",0,1,1,0,0,0,0,0,0,0,4.17
"17cb69c0-d61c-11ec-a995-e7de02dfa82d",0.883999015123449,0.972771886631061,1,"US","18-24",1,"quintile 4",0,0,1,"101–150 m²",0,1,1,0,1,0,0,0,0,0,2.6
"cffe0f50-ed7b-11ec-b3f7-1fff5423be50",0.987931760450457,1.16231168691206,5,"SE","35-44",1,"quintile 2",0,0,0,"51–75 m²",0,1,1,0,1,0,0,1,1,0,3.59
