"ID","weight","weight_2","Country","REGION_UK","REGION_SE3","REGION_US2","REGION_NL2","REGION_CH","REGION_FR2","REGION_CA","REGION_BE","REGION_IL","Gender","Age_cat","Income","order_parts","S20","S5","S18","S19_1","S19_1_1","S19_2","S9_US","S9_UK","S9_FR","S9_SE","S9_CH","S9_NL","S9_CA","S9_BE","S9_IL","S10","B23_1","B31_1","B31_3","B31_5","B31_6","B31_7","B31_8","C34_1_2","C34_1_3","C34_1_4","C34_1_5","C34_1_6","C34_1_7","C34_1_89","C34_1_888888","C34_2_2","C34_2_3","C34_2_4","C34_2_5","C34_2_6","C34_2_7","C34_2_89","C34_2_888888","C35_1","C35_2","C35_3","C35_89","C35_888888","C37_1","C37_2","C37_3","C37_4","C37_5","C37_6","C37_8","C44_1","C44_2","C44_3","C44_4","C44_6","C44_9","C45_1","C45_3","C45_4","C45_6","C45_9","C46_1","C46_2","C46_3","C46_5","C46_6","C46_9","C47_1","C47_2","C47_4","C47_6","C49_1","C49_2","C49_3","C50"
"80cdf640-414e-11ec-93c6-dbe55deed075",0.982833612022148,0.937452766434834,9,NA,NA,NA,NA,NA,NA,NA,3,NA,1,5,5,"A,B,E,C",3,1,4,6,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,4,5,2,4,4,2,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,4,4,4,1
"130d16e0-e674-11ec-9c97-33f1cba5a245",0.970605534498312,0.931221469540134,9,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,5,"A,C,B,F",1,1,3,6,NA,1,NA,NA,NA,NA,NA,NA,NA,8,NA,2,3,4,4,1,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,8,NA,NA,NA,NA,NA,2,1,1,1,2,2,NA,1,2,NA,NA,2,NA,NA,NA,2,5,4,5,4,4,4,2,2,3
"317c3b30-be48-11ec-a45c-c352449ca56a",1.04461903233662,0.983264009557498,2,11,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,"A,C,B,D",2,1,4,5,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,4,5,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,4,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,3,4,4,3,4,4,5,1
"40b27f80-bda5-11ec-b046-e1f472944d88",1.00787081350731,0.952113916746454,3,NA,NA,NA,NA,NA,53,NA,NA,NA,1,5,5,"A,C,E,B",4,1,3,5,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,1,5,2,4,3,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,6,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,4,5,1,4,5,4,3,4,5,1
"374d9390-6438-11ec-bf8a-1f401b52f958",0.870564438942773,0.977527794017354,5,NA,6,NA,NA,NA,NA,NA,NA,NA,2,5,3,"A,E,C,B",4,1,3,6,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,3,3,4,4,4,3,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,888888,NA,NA,NA,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,5,5,5,4,4,5,4,4,1,4,1
"bdfed0c0-4154-11ec-a1a1-a1c6f52e1927",0.956499692569294,0.952844430950926,2,11,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,"A,F,C,B",3,2,1,888888,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,3,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,4,NA,4,3,3,3,3,5,4,3,4,3,4,1
"10190fa0-58c9-11ec-bb68-f785844cec8b",0.915920877911347,1.01844230444983,5,NA,10,NA,NA,NA,NA,NA,NA,NA,2,5,3,"A,F,B,C",3,2,1,4,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,4,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,3,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,4,4,4,5,4,4,1
"97ac7540-414e-11ec-931e-5b456a5c12fb",0.995993004882685,0.996398327917078,9,NA,NA,NA,NA,NA,NA,NA,3,NA,2,3,3,"A,D,C,B",2,1,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,2,3,4,4,4,4,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,1,1,2,1,2,2,1,NA,1,NA,NA,NA,NA,3,1,3,3,5,5,5,5,4,4,4,1
"4bc5c6e0-92f0-11ec-8913-fb3309d98a9b",1.17633561475659,1.25827297923182,3,NA,NA,NA,NA,NA,93,NA,NA,NA,1,4,3,"A,F,C,B",89,1,89,4,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,4,5,2,2,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,888888,4,2,888888,3,3,2,1
"cf0947b0-414e-11ec-b84c-05eba2254ffb",0.92330840844453,0.875525523457449,9,NA,NA,NA,NA,NA,NA,NA,3,NA,2,5,4,"A,C,D,B",3,2,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,1,5,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,6,NA,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,3,NA,3,3,1,3,4,5,4,5,4,2,3,1
"d9f0df70-6ef0-11ec-8e99-1f0cddc619fd",0.9979951778157,0.94253915207488,3,NA,NA,NA,NA,NA,44,NA,NA,NA,1,5,5,"A,D,C,B",3,1,3,5,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,2,4,3,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,2,2,4,4,4,4,4,3,4,1
"2d22d6b0-5751-11ec-924b-43cf5e747fa6",0.949487466927811,1.2645406561617,1,NA,NA,8,NA,NA,NA,NA,NA,NA,2,2,5,"A,C,F,B",1,2,1,NA,888888,2,8,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,4,4,4,4,5,5,4,5,3,2,4,1
"c2257d90-4154-11ec-a604-ffd65243ce34",1.0473850756823,0.954942809391682,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,"A,C,B,E",3,1,4,4,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,5,3,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,3,NA,NA,NA,NA,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,6,6,3,5,3,5,4,1,5,2
"53a82ca0-4159-11ec-a0d1-4391a0e7f439",1.02104552254285,0.963599141170388,3,NA,NA,NA,NA,NA,11,NA,NA,NA,2,2,4,"A,B,F,C",1,1,1,3,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,2,5,4,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,6,NA,NA,NA,NA,NA,2,1,99,99,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,4,NA,4,5,5,4,5,5,1,3
"fe5971e0-4159-11ec-aaec-27426a39d62c",0.979683956100157,0.912267918840638,3,NA,NA,NA,NA,NA,75,NA,NA,NA,2,3,4,"A,E,C,B",2,1,1,4,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,2,5,4,3,4,3,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,1,1,2,1,2,2,1,NA,1,NA,NA,NA,NA,2,2,2,2,4,4,4,3,4,4,3,1
"4ac7bd70-ba7c-11ec-9d9c-9f3d33afc7fb",1.01685520168973,0.906549416278023,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,5,2,"A,C,D,B",2,1,3,NA,5,1,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,3,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,2,NA,2,NA,NA,NA,5,3,NA,5,6,3,5,4,3,3,2,2,2
"0a45a2d0-415a-11ec-be0b-8df2792d660b",1.04534052688498,1.01586906683543,2,7,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,"A,C,B,E",3,1,4,6,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,5,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,6,6,4,4,4,4,4,4,4,3
"6fc2cd60-4154-11ec-b64f-0fd6d7a8574a",0.9979951778157,0.982788884070027,3,NA,NA,NA,NA,NA,44,NA,NA,NA,1,5,4,"A,B,C,F",3,2,3,4,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,4,3,3,1,5,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,4,NA,NA,NA,NA,NA,99,99,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,1,5,1
"4df51e60-55d0-11ec-8ff6-63af3ebc3bcd",1.12846823677245,1.20631308763459,3,NA,NA,NA,NA,NA,32,NA,NA,NA,1,4,3,"A,B,C,D",4,1,4,4,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,2,3,3,3,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,99,1,1,1,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,6,6,4,888888,3,3,4,1,4,1
"5b496970-89fb-11ec-bcec-61f7e0d9de7d",1.03464233076582,0.960433740806843,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,"A,C,D,B",1,1,4,5,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,2,5,5,4,5,4,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,5,NA,NA,NA,NA,1,1,2,2,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,5,4,4,4,4,4,5,1
"eba09650-414e-11ec-82dd-87f956e387a6",0.999298300861284,0.95853905667838,9,NA,NA,NA,NA,NA,NA,NA,2,NA,1,5,5,"A,C,E,B",4,1,3,7,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,2,3,2,4,4,5,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,NA,2,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,2,2,NA,5,NA,NA,NA,NA,3,3,4,4,2,4,4,2
"5a79bd00-4156-11ec-ae0d-d907ed961e1f",1.20084167354353,1.12072251045522,2,9,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,"A,B,D,C",1,1,1,7,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,2,4,5,5,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,9,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5,5,5,4,1,1,1,1
"82ff7f20-64bb-11ec-a0ea-ad9b842f9e12",0.911711935973109,0.863819021241238,4,NA,NA,NA,2,NA,NA,NA,NA,NA,2,4,1,"A,F,C,B",1,1,4,888888,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,5,4,4,4,4,4,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,1,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,5,5,5,5,4,4,4,2
"b4e37520-4153-11ec-96c5-89cb263c23da",1.03262265645296,0.962344352372085,2,7,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,"A,B,C,E",1,1,4,888888,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,4,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,3,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,3,3,4,3,4,5,5,2,4,1
"2f7192f0-7cee-11ec-b745-0b15894b781c",2.15413234880653,2.11595001655058,3,NA,NA,NA,NA,NA,94,NA,NA,NA,1,3,2,"A,E,C,B",3,2,4,2,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,5,3,4,3,5,4,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,NA,2,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,3,2,4,3,3,3,4,4,2,2,2,4,4,1
"1ab211e0-4154-11ec-8251-e56f17330fe5",0.947364580447141,0.902149512429771,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,"A,F,B,C",2,1,4,888888,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,888888,NA,NA,NA,NA,2,1,1,2,2,2,NA,2,NA,NA,NA,3,NA,NA,NA,5,5,3,4,4,4,4,2,3,1
"98394dd0-4152-11ec-833c-bb837aee3042",1.05295618144769,0.990379383331514,3,NA,NA,NA,NA,NA,11,NA,NA,NA,1,3,4,"A,F,B,C",1,1,2,3,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,3,1,4,4,5,4,3,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,NA,3,NA,NA,NA,NA,NA,2,1,2,2,99,2,NA,NA,NA,NA,NA,1,NA,3,3,NA,2,2,5,3,3,3,3,4,1
"21d437e0-574b-11ec-9d1d-fb4cb6196300",0.942322834745925,0.877396436271481,8,NA,NA,NA,NA,NA,NA,35,NA,NA,2,4,3,"A,B,E,C",1,1,3,NA,2,1,NA,NA,NA,NA,NA,NA,5,NA,NA,2,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,5,2,1,2,2,2,1,NA,NA,NA,NA,2,5,NA,4,NA,3,NA,4,5,4,3,3,3,5,1
"fba1df40-464d-11ec-900b-e93f6a13fe76",1.04461903233662,0.983264009557498,2,11,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,"A,F,C,B",2,1,3,5,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,888888,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,5,5,5,6,5,1,2,1,2,2,3,3,2
"7b0dd040-414e-11ec-9d16-5da4c4de199d",1.00753210920595,0.995479754605956,9,NA,NA,NA,NA,NA,NA,NA,3,NA,2,4,1,"A,F,C,B",3,1,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,2,999999,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,6,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,3,5,4,5,5,5,4,4,1
"0d833d10-4153-11ec-9d0b-a7118a3984a3",1.1712106793713,1.03776565418501,3,NA,NA,NA,NA,NA,32,NA,NA,NA,1,2,5,"A,B,C,D",1,2,1,4,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,2,5,2,5,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,4,2,4,5,4,3,5,5,4,4,4,4,4,1
"23f47100-4152-11ec-87b2-a7b0e16f9eaf",0.941186885645992,0.889838698530214,3,NA,NA,NA,NA,NA,11,NA,NA,NA,2,3,4,"A,C,E,B",2,2,2,3,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,3,5,2,999999,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,5,NA,NA,NA,NA,NA,2,2,99,2,2,2,NA,NA,NA,NA,NA,3,4,NA,4,4,4,4,888888,5,4,4,4,5,1
"9e96a990-eda9-11ec-b5be-6dc89c25a8e2",0.998210994948154,0.96432219268928,4,NA,NA,NA,4,NA,NA,NA,NA,NA,1,4,1,"A,B,C,F",3,1,3,7,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,1,3,5,2,2,5,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,9,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,4,4,4,2,4,2
"dffa2ec0-4155-11ec-aee4-41da2def4825",1.01225399483124,1.0281767122152,3,NA,NA,NA,NA,NA,76,NA,NA,NA,2,4,2,"A,B,C,F",3,1,3,2,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,1,1,5,4,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,2,1,1,2,2,2,NA,2,NA,NA,NA,3,NA,NA,5,3,5,5,2,4,5,4,3,3,2
"336df2c0-e5c5-11ec-bf16-853748bb2e7f",1.05882286827552,0.961522138872207,5,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,"A,C,B,D",1,2,2,4,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,3,NA,NA,NA,2,2,1,2,1,2,NA,2,NA,2,NA,3,4,NA,4,NA,2,3,4,2,1,3,4,3,2
"23fac230-4152-11ec-81de-f11b604e0417",1.0732901334549,1.00186593169465,3,NA,NA,NA,NA,NA,24,NA,NA,NA,1,3,4,"A,C,D,B",1,2,2,3,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,2,5,1,5,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,6,NA,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,6,NA,6,NA,6,6,1,5,4,4,3,3,3,2
"a9465940-4153-11ec-bbde-ffa8ed2f78be",1.12483174626689,1.02809239941988,2,8,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,"A,C,B,E",1,1,1,2,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,8,4,2,5,2,3,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,3,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,4,NA,1,1,5,5,4,2,3,2,1,3,3,1
"bcb64600-4154-11ec-a0ad-adda988d7829",1.04363980200611,1.00613245340301,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,"A,E,B,C",3,2,3,888888,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,3,5,2,5,3,4,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,8,NA,NA,NA,NA,1,1,1,1,2,2,2,888888,2,NA,NA,NA,NA,NA,NA,4,4,4,5,5,888888,4,5,5,1
"3f0e1520-414f-11ec-b394-8968f075041c",1.01527355117381,0.960198073512803,4,NA,NA,NA,3,NA,NA,NA,NA,NA,1,5,5,"A,B,E,C",3,1,4,6,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,2,3,4,4,4,4,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,NA,1,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,2,NA,2,NA,NA,NA,NA,2,NA,3,4,5,4,4,5,3,5,1
"c4b111e0-e69d-11ec-b569-b314e7c3f4ba",0.970640199769381,0.914809643992222,4,NA,NA,NA,3,NA,NA,NA,NA,NA,2,4,1,"A,D,C,B",3,1,89,5,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,6,4,3,4,2,4,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,9,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,2,3,4,4,4,4,5,2,5,1
"5130ba00-6b17-11ec-b099-affe94059171",0.992915183160032,1.00653438713377,3,NA,NA,NA,NA,NA,84,NA,NA,NA,1,3,2,"A,C,E,B",3,1,3,5,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,2,5,1,5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,2,2,1,1,2,1,NA,2,1,NA,1,2,2,NA,NA,3,NA,4,5,5,5,5,3,5,1
"1e116ad0-4151-11ec-8743-252e603f4ab5",0.927686580133906,0.836279011113177,3,NA,NA,NA,NA,NA,84,NA,NA,NA,2,4,5,"A,C,D,B",1,1,2,3,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,2,5,1,4,5,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,2,NA,NA,NA,NA,NA,2,1,2,1,2,2,NA,NA,1,NA,NA,5,NA,3,3,3,5,1,5,4,4,4,4,4,1
"a3058cb0-a067-11ec-ac78-e953de890007",0.968424896006365,0.984326433879169,3,NA,NA,NA,NA,NA,76,NA,NA,NA,2,3,2,"A,C,F,B",3,1,3,5,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,2,5,2,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,3,3,4,5,5,4,2,4,2
"804c5bd0-574b-11ec-9962-a3e428ca56f4",1.14043437139392,1.0037699692917,1,NA,NA,9,NA,NA,NA,NA,NA,NA,1,3,1,"A,D,B,C",1,2,3,NA,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,5,4,4,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,5,3,5,5,5,5,3,2,4,2
"97e7d210-414e-11ec-8c5c-358c2027818e",0.995507736371857,1.00235581158697,9,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,1,"A,C,F,B",3,1,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,7,999999,3,4,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,888888,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,NA,2,2,2,NA,NA,6,NA,NA,NA,4,3,888888,888888,3,3,3,3
"103f60c0-4153-11ec-96e0-81b07f050983",0.94814747270258,0.899622358022116,3,NA,NA,NA,NA,NA,84,NA,NA,NA,1,5,5,"A,C,B,F",2,1,3,6,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,2,1,3,4,4,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,5,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,4,2,5,5,5,5,4,4,3,4,3,3,3,1
"e9d149b0-4156-11ec-84ac-5576256e3fd3",0.968424896006365,0.871411758152461,3,NA,NA,NA,NA,NA,76,NA,NA,NA,2,3,5,"A,E,B,C",1,2,2,3,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,2,3,1,4,3,4,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,6,5,6,6,5,5,5,4,4,4,3,3,3
"286402c0-4153-11ec-b635-6939811a12aa",1.01741544740035,0.991693482528489,2,8,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,"A,D,B,C",2,1,3,4,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,4,3,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,4,NA,NA,NA,NA,99,2,99,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,2,5,5,4,3,2,3,3,4,2,2
"b410a3c0-4153-11ec-b88e-07259aa1e689",0.965727688639284,0.937330463121894,2,6,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,"A,F,C,B",1,1,4,888888,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,4,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,4,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,3,NA,6,6,6,6,5,5,5,5,4,3,4,1
"97ba9260-4151-11ec-abf5-b52b3ad8b9e7",1.03093082592191,1.16594692349646,3,NA,NA,NA,NA,NA,32,NA,NA,NA,1,5,3,"A,E,C,B",3,2,4,3,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,4,2,3,3,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,2,NA,NA,NA,NA,NA,2,1,1,2,2,2,NA,2,NA,NA,NA,3,NA,NA,3,4,4,3,3,3,4,3,3,3,3
"18f3ca40-4151-11ec-a498-71d45fc0abdb",1.00548139381737,0.958932661032614,3,NA,NA,NA,NA,NA,11,NA,NA,NA,1,5,5,"A,F,B,C",2,1,3,6,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,5,NA,NA,NA,NA,NA,2,1,1,1,2,2,NA,2,1,NA,NA,3,NA,NA,NA,3,3,3,3,4,4,4,3,4,1
