STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,SECTOR,,EMISSIONS_SOURCE,,MEASURE,,PRICE_LEVEL,,UNIT_MEASURE,,STATISTICAL_OPERATION,,PRICE_BASE,,FREQ,,TIME_PERIOD,,OBS_VALUE,,CURRENCY,,BASE_PER,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EGY,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,-134.13222,,EGP,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EGY,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,-3.2311873,,EGP,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EGY,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,EGP,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EGY,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EGP,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,ECRATE,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,28.90246,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,8.9937963,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,28.970011,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,28.90246,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,-393.11703,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,-109.02043,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,-28.737648,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,-402.11084,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,-137.99045,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,-57.640106,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,ECRATE,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,8.9937963,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ETH,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,ETB,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CYP,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CYP,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVN,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVN,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ITA,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ITA,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ITA,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,DEU,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,DEU,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,IRL,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,11.009052,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,IRL,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,7.8587213,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,FRA,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,16.80323,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,FRA,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,11.956281,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,FRA,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,4.2343235,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,IRL,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,13.919539,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,IRL,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,20.080755,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,IRL,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,33.915512,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,IRL,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,38.985485,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVN,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,NLD,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,85.920624,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,HRV,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,37.645302,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,MLT,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,45.104267,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVK,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,59.25034,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVK,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,59.357605,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVK,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,48.772343,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,HRV,,_T,,_T,,ECRATE,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,62.289177,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,PRT,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,47.236588,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,PRT,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,58.590576,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,PRT,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,52.936813,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EST,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0.093135118,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EST,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0.11596686,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EST,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0.10751101,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,LVA,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,14.78172,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,LVA,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,12.116594,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,LVA,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,3.8670623,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,DEU,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,-7.7091212,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,DEU,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,DEU,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,BEL,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,BEL,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,BEL,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVK,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,35.852139,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVK,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,28.665071,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVK,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,10.537994,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,DEU,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,LVA,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,46.8694,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,LVA,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,61.102722,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,LVA,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,58.769241,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EST,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,73.369186,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EST,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,76.860535,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,EST,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,48.390766,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,FRA,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,17.441525,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,FRA,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,18.84424,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,FRA,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,19.434891,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,DEU,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,89.145622,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,DEU,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,91.78717,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,147.26765,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,145.46216,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,140.02896,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,39.737247,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,33.310402,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,31.588089,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,8.5320559,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,5.3547382,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CHE,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0.66956019,,CHF,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,NLD,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,118.49335,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,NLD,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,125.89374,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,NLD,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,95.036354,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVN,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,30.346743,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVN,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,22.761982,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVN,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,6.9802651,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVK,,_T,,_T,,ECRATE,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,54.822247,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVK,,_T,,_T,,ECRATE,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,64.054428,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,SVK,,_T,,_T,,ECRATE,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,65.79213,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CYP,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CYP,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,CYP,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ITA,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,99.684586,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ITA,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,101.92552,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ITA,,_T,,_T,,NETECR,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,87.504181,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,LVA,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,-5.8445191,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,LVA,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,LVA,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,FRA,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,-41.517406,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,FRA,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,FRA,,_T,,_T,,SUBSID,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,NLD,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,85.175926,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,NLD,,_T,,_T,,FUETAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,100.55272,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ESP,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,0.21110266,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ESP,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2021,,0,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ESP,,_T,,_T,,CARBTAX,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2018,,0.3187378,,EUR,,2023,,A,,0,,2,
DATAFLOW,OECD.CTP.TPS:DSD_NECR@DF_NECRS(1.0),,I,ESP,,_T,,_T,,MPERPRI,,_Z,,XDC_TCO2E,,MEANW,,Q,,A,,2023,,26.216936,,EUR,,2023,,A,,0,,2,
